hermosa-beach,1,20,20,20,0,0,10,10,20,11,3,20,11,20,9,5,1,1,2,1,3,3,20,0,5,20,6,5,2,9,2,5,19,7,20,9,3,6,9,20,11,8,7,4,0,5,0,4,2,15,350
del-aire,1,0,2,1,6,4,0,6,1,0,6,1,2,4,0,1,6,0,0,0,2,1,1,1,3,0,1,2,6,2,1,3,2,0,0,2,6,1,3,0,0,0,1,8,0,1,6,0,0,3,350
east-los-angeles,2,1,5,8,6,0,1,0,5,1,1,1,0,7,1,0,1,1,5,0,6,3,2,0,2,3,0,0,2,11,0,0,0,1,3,2,6,6,3,0,12,2,0,0,1,3,8,0,0,1,350
calabasas,2,0,2,20,0,0,0,0,0,0,1,0,0,4,20,0,1,0,0,0,0,20,20,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,350
carthay,9,1,1,1,11,7,0,5,1,6,3,14,1,1,1,5,3,3,3,1,4,3,1,11,3,4,1,13,5,4,6,8,11,1,1,0,1,1,1,11,3,3,3,0,3,0,9,1,5,4,350
west-hills,1,3,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,6,1,0,6,0,2,0,0,2,0,7,20,0,0,2,0,0,0,0,350
fairfax,15,5,4,1,1,5,0,0,0,6,8,20,1,11,3,5,3,10,2,20,15,1,0,17,7,20,9,10,11,5,0,20,1,8,7,8,1,11,20,10,12,2,7,12,1,11,11,10,10,1,350
rolling-hills-estates,0,0,0,0,1,0,0,0,2,0,1,0,20,0,1,18,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,1,10,0,10,2,0,350
elysian-park,3,1,0,1,0,1,1,0,1,0,1,15,0,0,20,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,7,0,0,1,0,0,1,15,1,1,7,1,350
mission-hills,0,0,0,2,0,2,0,0,0,1,0,1,1,0,0,0,0,2,0,3,1,1,0,0,4,1,1,0,0,0,0,0,2,3,0,0,2,1,0,0,0,0,3,0,1,2,2,8,0,7,350
playa-del-rey,20,0,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,1,0,0,3,2,0,0,5,0,11,0,20,0,20,6,20,6,0,1,0,0,20,1,0,0,0,20,350
pacoima,1,0,0,9,6,1,0,2,4,1,0,0,1,0,4,0,4,0,3,12,1,1,0,0,1,0,0,0,0,3,3,0,2,1,0,0,5,0,0,4,0,0,2,0,0,1,0,1,1,1,350
marina-del-rey,3,0,5,7,1,4,1,0,8,3,4,2,10,3,5,5,1,2,20,0,0,20,5,5,2,4,0,2,0,12,20,12,3,3,1,8,3,0,2,5,0,1,20,6,3,11,2,2,1,1,350
vermont-vista,0,2,1,2,0,0,0,1,5,0,3,2,1,1,0,1,2,3,0,4,1,0,1,0,1,2,0,0,0,1,0,3,3,6,5,2,1,1,0,0,0,0,0,2,1,0,0,1,0,0,350
rolling-hills,0,0,0,0,0,0,1,0,0,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,20,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,1,350
harvard-heights,20,7,2,2,20,2,2,6,3,0,7,3,2,2,11,3,1,1,1,19,20,16,5,20,17,9,20,11,2,0,19,9,14,10,2,20,6,1,10,3,6,2,3,17,15,20,13,16,20,7,350
lennox,0,5,5,3,3,2,20,1,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,8,20,3,20,2,0,0,1,20,1,0,0,0,20,3,9,0,6,10,7,2,8,20,0,8,350
inglewood,1,1,3,1,0,4,2,0,1,1,0,5,7,3,1,1,0,1,7,0,1,0,11,6,0,1,0,0,0,3,9,1,0,5,1,0,3,5,2,11,3,0,0,1,0,0,8,6,1,0,350
montecito-heights,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,350
sherman-oaks,11,1,0,0,0,0,0,4,0,0,3,1,0,0,5,1,0,1,0,11,1,0,0,0,2,4,1,4,4,8,0,0,0,1,0,0,0,16,1,0,1,2,2,0,0,0,0,2,1,2,350
east-hollywood,12,11,8,20,20,14,6,15,9,8,12,19,4,9,20,17,5,4,5,3,13,20,15,4,12,14,0,12,20,17,9,11,0,6,4,7,4,14,8,1,0,4,4,13,10,2,7,15,17,19,350
pico-union,4,4,12,6,7,8,12,7,17,20,7,6,8,9,2,8,1,8,3,7,10,18,1,8,5,8,7,0,0,6,7,0,4,2,8,6,9,7,13,17,13,6,9,6,5,11,8,6,20,1,350
hollywood-hills-west,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20,4,0,0,0,0,0,0,2,0,0,0,0,14,13,0,2,5,0,1,350
highland-park,6,0,0,1,0,0,8,8,13,20,5,3,1,0,0,0,2,1,5,2,5,1,8,1,2,10,7,5,0,1,0,1,0,6,6,5,1,4,0,5,1,2,1,11,2,7,0,1,6,6,350
mount-washington,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,350
redondo-beach,1,3,0,2,10,3,14,2,20,20,2,14,0,1,0,11,0,1,8,1,12,0,3,1,5,7,1,0,2,8,5,4,4,0,2,4,8,16,2,6,16,6,1,5,16,1,0,1,10,8,350
topanga,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350
baldwin-hillscrenshaw,0,0,1,2,0,1,3,1,0,15,1,0,0,0,1,0,0,20,0,5,0,6,0,11,0,0,0,5,0,20,1,1,2,0,18,5,1,2,2,0,10,1,1,0,1,0,6,2,1,6,350
brentwood,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350
echo-park,20,0,0,17,0,19,7,0,0,6,6,6,1,2,7,2,1,2,3,3,5,2,4,3,1,1,0,20,20,0,1,2,2,2,1,5,12,0,5,0,1,3,9,3,1,2,0,4,7,8,350
glendale,0,0,0,0,0,0,6,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,6,0,4,0,2,8,0,0,0,0,0,0,2,0,1,1,0,0,3,5,0,0,0,9,0,0,0,350
vermont-square,2,7,0,6,0,2,0,0,0,0,1,1,0,0,1,3,3,1,0,0,1,3,0,1,0,0,0,3,0,1,3,3,1,4,0,0,0,3,0,20,0,0,2,0,0,0,3,2,0,0,350
universal-city,6,0,0,6,0,20,0,6,7,20,9,6,0,0,20,1,20,6,20,0,0,3,5,20,20,3,3,0,20,0,1,3,20,6,20,20,0,20,0,20,0,0,20,6,20,20,6,20,20,5,350
west-adams,4,5,3,3,0,1,1,1,3,0,1,2,2,1,6,1,14,0,3,0,8,3,0,1,1,1,0,2,2,5,1,1,0,1,3,1,8,2,2,3,1,20,1,1,4,1,2,2,3,0,350
chatsworth,0,0,2,0,0,0,0,0,0,0,3,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,1,7,0,0,3,0,0,7,1,0,0,0,2,0,1,0,0,3,0,0,0,0,0,350
watts,0,1,1,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,3,0,2,1,0,1,3,0,1,0,4,2,350
rancho-palos-verdes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,1,7,0,0,1,3,0,0,0,0,0,0,1,350
el-segundo,0,9,2,5,1,0,20,0,2,0,1,0,0,10,0,1,0,1,5,1,2,1,1,4,5,6,1,5,0,9,20,0,0,6,0,1,4,0,2,5,6,9,12,2,12,2,3,0,1,0,350
el-sereno,3,0,0,2,3,3,1,4,1,1,0,6,1,0,1,0,0,2,0,3,0,3,1,1,0,2,0,0,1,0,4,2,3,5,3,0,2,5,0,0,2,3,0,0,0,1,1,1,0,0,350
view-park-windsor-hills,0,0,0,0,0,3,0,0,0,0,0,0,7,0,5,0,8,0,0,0,0,0,0,8,6,3,0,0,0,0,1,0,1,0,0,0,0,7,3,2,0,0,1,1,1,0,0,1,1,4,350
burbank,0,0,8,1,6,1,5,4,15,0,11,0,0,2,3,1,0,0,0,1,1,6,1,0,0,3,0,17,8,4,2,2,0,3,0,1,1,1,4,0,6,10,20,0,0,4,2,5,0,1,350
lomita,3,1,0,0,3,3,4,0,20,20,0,1,0,1,1,0,3,12,2,15,17,2,1,0,4,5,4,1,1,0,6,13,1,0,3,15,11,5,6,6,8,3,2,9,0,6,5,3,0,10,350
vermont-knolls,0,1,2,1,1,5,2,1,2,3,0,0,0,0,0,0,0,1,0,0,5,3,0,0,4,1,0,1,6,1,6,3,3,3,1,1,1,1,0,2,0,2,4,0,0,0,6,0,1,2,350
hansen-dam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,350
unincorporated-santa-monica-mountains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350
university-park,20,4,8,17,4,5,20,7,4,7,3,1,10,0,1,1,1,18,3,2,20,4,1,10,10,15,6,3,3,8,0,13,20,4,12,17,14,20,18,1,4,3,10,0,11,8,13,20,0,13,350
van-nuys,0,0,1,10,3,5,6,3,3,1,2,6,1,1,0,0,20,8,0,0,1,5,1,8,2,1,1,0,2,3,2,0,20,3,0,1,20,1,1,1,5,1,9,20,0,2,1,0,6,20,350
eagle-rock,0,0,0,0,0,20,1,1,0,0,2,1,3,12,0,0,0,0,1,0,5,8,0,0,2,20,9,0,0,6,1,5,15,0,0,0,4,2,0,1,1,20,1,0,20,0,15,0,5,2,350
sawtelle,0,4,3,2,13,6,1,5,18,19,0,0,3,5,20,11,20,20,2,20,0,11,0,15,4,13,0,18,4,5,12,5,3,0,20,11,5,5,0,20,12,18,9,20,1,0,1,2,10,3,350
westlake,3,2,6,12,6,6,16,5,20,5,5,7,3,2,5,4,10,14,14,2,2,9,12,5,7,4,8,3,14,6,7,0,4,4,8,10,4,6,9,6,20,0,9,17,15,20,1,16,14,2,350
rancho-park,1,20,0,3,10,1,1,7,0,3,8,1,2,1,6,2,2,0,1,0,1,8,15,1,4,3,0,6,0,2,5,13,2,0,8,8,5,6,20,0,0,3,0,20,5,0,11,7,8,2,350
pacific-palisades,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,20,350
florence,2,2,3,1,7,0,2,9,9,6,4,2,2,3,2,4,0,1,6,4,5,7,0,10,4,9,5,2,0,4,5,5,0,0,1,1,5,0,0,0,0,3,2,2,6,1,1,4,0,4,350
canoga-park,10,10,4,8,2,7,1,2,7,1,4,6,2,10,1,7,2,6,2,1,15,18,0,3,2,0,3,5,1,2,3,5,12,4,4,4,1,1,18,4,0,0,1,2,0,1,11,12,1,1,350
palos-verdes-estates,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350
jefferson-park,2,1,1,0,1,3,8,4,4,1,4,1,1,3,3,13,1,4,1,1,2,0,3,7,2,1,0,0,3,0,4,0,1,0,3,1,4,0,4,3,5,0,0,0,0,5,1,0,4,4,350
sunland,0,0,0,0,0,8,0,0,0,0,20,0,1,0,0,0,0,0,0,4,1,0,5,1,10,0,0,11,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,20,9,0,9,0,350
vermont-slauson,1,7,2,3,1,0,7,0,0,0,3,2,0,2,1,2,11,2,0,8,2,8,0,10,4,0,1,0,6,1,5,0,0,0,0,1,2,1,1,1,9,3,2,1,6,1,2,6,1,0,350
athens,0,1,0,1,1,0,0,0,0,2,0,0,1,3,0,3,1,0,0,0,0,0,2,3,2,2,5,0,2,3,2,0,2,1,0,1,0,0,1,0,3,0,1,3,0,0,0,0,0,0,350
culver-city,2,2,8,13,0,5,0,1,12,20,1,8,5,0,0,3,0,1,1,2,3,2,1,6,1,11,0,11,1,0,0,8,0,17,1,4,0,3,10,5,4,1,3,6,11,4,20,3,1,20,350
westlake-village,0,0,0,0,0,0,0,3,0,7,1,1,3,2,0,5,5,7,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,3,2,1,2,0,0,0,5,4,5,0,0,0,0,4,0,350
glassell-park,3,11,0,6,5,0,0,0,4,2,0,2,0,2,4,0,0,2,0,0,0,5,8,2,2,0,0,8,0,0,2,2,0,0,1,3,5,2,0,3,1,6,2,1,0,1,0,1,0,2,350
granada-hills,1,0,2,0,1,3,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,1,0,0,0,0,0,0,0,0,0,1,350
hollywood,8,3,13,7,3,3,12,20,4,10,9,1,1,5,20,7,2,20,6,20,2,5,10,1,1,3,9,9,20,12,20,20,20,20,12,1,16,20,2,4,10,17,1,17,1,20,14,5,7,7,350
pico-robertson,1,8,1,16,3,13,20,14,4,1,8,16,10,16,8,1,0,7,2,2,15,17,2,6,3,10,7,11,0,16,14,17,20,9,5,14,13,10,2,9,2,3,1,5,8,18,3,0,20,3,350
cypress-park,0,1,0,0,2,1,3,1,4,2,3,3,1,2,0,4,2,1,3,2,4,2,3,1,2,2,3,4,1,4,4,4,3,2,4,1,5,0,1,0,1,3,0,1,0,3,0,4,0,1,350
agoura-hills,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,2,1,3,1,0,2,0,0,0,20,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,5,1,350
malibu,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,350
northridge,0,0,0,0,0,2,0,0,0,0,0,2,0,0,9,2,3,0,2,0,0,1,1,2,2,0,1,1,4,1,1,0,0,3,0,8,1,0,20,2,12,0,1,3,0,4,1,0,3,0,350
valley-glen,0,7,0,0,0,0,14,4,0,2,4,0,8,7,8,3,8,6,0,1,1,6,1,8,1,0,0,0,0,7,5,5,0,0,3,3,3,0,5,2,5,4,0,0,8,0,4,7,1,8,350
woodland-hills,1,3,0,0,0,5,0,0,0,0,0,1,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,4,0,0,4,0,0,0,0,20,0,0,0,1,1,350
west-hollywood,4,14,14,5,16,3,3,15,19,20,14,18,7,8,20,15,18,2,2,13,1,14,0,20,18,15,20,17,3,19,18,18,20,5,4,15,13,4,20,4,6,17,12,18,6,16,6,16,11,7,350
downtown,3,2,1,17,20,0,20,1,1,4,0,4,20,17,7,19,20,7,7,4,20,14,8,6,1,7,2,13,2,2,1,0,20,9,3,20,0,3,4,8,6,3,5,20,15,12,20,3,5,10,350
willowbrook,1,0,1,0,1,1,20,0,0,0,0,0,1,1,0,0,1,1,20,0,0,1,0,0,0,1,0,0,1,0,0,3,0,1,1,1,0,0,0,1,2,0,1,0,1,1,0,0,0,0,350
north-hollywood,20,18,14,18,15,20,15,15,15,11,14,20,15,0,1,15,15,14,0,7,10,0,14,14,0,19,14,15,14,20,11,1,3,14,15,14,15,14,20,1,14,5,20,1,7,1,14,14,20,0,350
beverlywood,4,4,11,4,4,11,11,4,11,4,4,0,4,4,11,0,11,2,4,5,11,0,4,0,11,11,5,0,20,3,1,0,11,20,4,2,4,11,11,4,1,6,1,11,11,4,4,0,4,0,350
gramercy-park,0,2,0,20,20,0,2,1,2,2,2,2,2,4,5,1,2,0,2,2,1,0,2,4,4,2,2,2,2,2,2,0,0,2,5,2,2,0,2,2,20,2,2,5,6,5,2,2,0,0,350
san-fernando,3,3,3,3,3,7,3,0,3,3,3,3,10,3,3,2,3,1,3,1,1,3,3,3,20,0,3,3,3,3,7,20,3,3,3,17,3,3,3,3,0,3,19,3,4,6,3,19,3,0,350
chatsworth-reservoir,20,1,2,3,2,0,3,18,2,2,0,3,0,0,3,3,0,2,3,2,2,3,3,3,1,3,3,0,3,0,3,7,0,7,3,3,3,1,3,2,3,3,3,0,0,3,20,2,3,3,350
chinatown,7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,20,7,20,20,1,20,0,20,2,2,20,20,1,20,20,20,20,20,20,20,20,20,20,0,20,20,1,6,20,350
historic-south-central,8,3,6,10,20,8,10,8,2,8,8,0,8,8,6,3,8,8,8,1,1,3,4,3,6,13,8,8,6,8,3,3,8,20,8,20,6,8,6,3,8,8,20,2,20,8,3,0,1,8,350
westchester,20,1,20,6,20,20,20,20,20,20,3,20,20,1,20,0,20,0,20,20,20,20,2,1,20,15,20,20,20,20,20,20,20,0,0,15,2,0,20,20,20,20,20,20,20,20,13,20,20,0,350
north-hills,20,20,12,20,0,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,350
adams-normandie,1,20,6,20,1,1,1,1,20,1,1,20,1,1,1,6,6,6,6,1,0,13,6,6,6,6,1,1,6,1,6,1,6,1,6,6,0,6,20,1,1,6,1,6,6,1,6,1,0,19,350
ladera-heights,2,20,0,0,0,4,4,20,0,0,0,0,0,4,0,0,20,20,0,0,4,0,2,20,0,0,0,0,20,4,20,20,0,4,0,0,0,20,0,0,4,0,20,20,0,20,0,0,2,20,350
mar-vista,1,15,15,15,15,3,15,15,15,8,15,15,15,15,15,15,15,0,15,2,15,15,15,6,16,20,15,15,15,15,15,5,15,15,20,20,8,15,15,20,15,15,15,15,20,15,15,15,15,15,350
la-canada-flintridge,5,5,20,5,5,10,5,5,5,5,5,5,20,5,5,5,5,5,10,5,5,5,0,5,5,20,5,5,5,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,20,5,5,5,5,350
beverly-crest,2,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,20,2,2,2,0,2,14,0,0,2,0,2,2,0,20,20,20,2,0,2,20,2,2,2,0,2,1,0,2,2,2,20,350
hidden-hills,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,20,20,0,0,0,19,0,0,0,20,0,0,20,20,0,0,20,20,350
hyde-park,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,350
lake-balboa,3,1,1,3,1,1,0,0,3,3,1,3,3,1,10,3,3,3,3,1,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,0,0,0,3,3,3,3,1,3,3,12,0,3,3,1,350
sepulveda-basin,11,2,0,11,0,3,1,2,1,1,1,1,1,1,1,0,3,1,0,11,11,3,1,11,3,3,6,6,1,1,0,1,1,1,6,1,1,1,3,3,3,3,1,1,11,3,3,1,1,1,350
alondra-park,20,5,0,0,2,20,11,0,20,11,0,19,20,3,11,11,0,20,20,0,0,2,20,0,2,20,11,5,11,0,0,1,11,0,0,0,11,0,11,11,11,20,0,11,11,0,0,0,20,11,350
los-feliz,1,0,0,20,0,0,0,0,0,0,0,0,15,0,0,20,0,0,5,20,0,1,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,0,0,0,0,350
winnetka,20,20,20,20,20,20,3,20,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,20,20,20,20,20,20,20,20,20,3,3,20,20,20,20,20,20,20,20,20,20,20,350
tarzana,2,2,2,2,20,2,1,20,3,2,2,2,3,11,2,2,2,2,2,11,11,2,2,11,11,3,2,5,6,2,2,2,15,0,0,2,2,2,2,6,2,20,7,2,2,11,2,20,2,2,350
lawndale,0,0,0,8,0,0,0,19,2,0,0,0,0,0,0,20,0,0,15,0,20,0,0,0,0,0,15,19,0,0,19,20,0,0,19,0,0,0,0,0,0,20,0,0,0,0,0,19,0,0,350
silver-lake,20,15,1,7,0,17,1,20,17,17,17,1,1,1,17,15,13,17,6,1,20,20,1,17,17,20,17,1,17,1,1,1,20,1,1,15,1,0,1,1,1,15,1,17,18,17,20,20,1,1,350
windsor-square,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,15,20,20,20,350
manchester-square,2,2,20,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,1,2,2,2,2,20,20,2,2,2,2,1,2,20,2,2,2,2,2,2,2,1,2,2,2,350
shadow-hills,1,1,0,4,1,1,0,0,20,1,1,4,0,1,0,1,1,1,0,1,20,20,1,1,0,1,1,1,1,20,1,1,4,0,1,1,1,4,1,1,20,0,1,1,0,1,1,0,0,0,350
central-alameda,8,1,8,8,8,20,20,8,20,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,20,8,1,20,8,8,20,8,8,8,1,20,1,8,8,8,8,1,1,8,8,8,8,8,8,1,350
arleta,1,19,1,20,1,1,1,1,0,1,1,1,20,20,1,1,1,1,1,1,20,1,1,1,1,1,1,1,20,1,20,20,2,1,1,1,1,1,20,1,1,1,20,20,1,1,1,1,1,1,350
south-park,8,8,8,8,3,8,3,3,8,20,3,8,3,3,20,20,3,3,3,8,8,8,8,8,3,3,3,3,8,3,3,8,3,8,3,3,3,8,8,8,8,8,8,3,8,8,3,3,8,8,350
chesterfield-square,2,20,2,0,2,3,2,2,2,2,2,2,2,3,2,3,9,3,2,3,3,2,3,2,2,2,2,20,2,2,3,2,3,2,2,2,2,11,2,2,2,2,2,2,2,2,9,3,2,3,350
beverly-hills,20,2,20,17,5,2,19,19,2,2,2,10,2,2,10,6,6,20,20,2,2,2,6,20,6,2,2,2,18,2,2,6,2,20,2,2,2,2,2,10,2,2,2,8,2,10,2,2,2,2,350
